case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,4,Lapping - Machine 1,2012-03-14 13:50:00+00:00,2012-03-14 13:50:00+00:00,0,Machine 1 - Lapping
0,9,Laser Marking - Machine 7,2012-03-14 13:50:00+00:00,2012-03-14 13:50:00+00:00,1,Machine 7- Laser Marking
0,0,Final Inspection Q.C.,2012-03-14 13:50:00+00:00,2012-03-14 13:55:02.795935916+00:00,2,Quality Check 1
1,13,Turning & Milling - Machine 6,2012-03-14 15:04:16.950121084+00:00,2012-03-14 15:04:16.950121084+00:00,3,Machine 6 - Turning & Milling
1,0,Turning & Milling Q.C.,2012-03-14 15:04:16.950121084+00:00,2012-03-14 15:06:45.809375565+00:00,4,Quality Check 1
1,13,Turning & Milling - Machine 6,2012-03-14 15:06:45.809375565+00:00,2012-03-14 15:06:45.809375565+00:00,5,Machine 6 - Turning & Milling
1,13,Turning & Milling - Machine 6,2012-03-14 15:06:45.809375565+00:00,2012-03-14 15:06:45.809375565+00:00,6,Machine 6 - Turning & Milling
1,0,Turning & Milling Q.C.,2012-03-14 15:06:45.809375565+00:00,2012-03-14 15:44:04.692728106+00:00,7,Quality Check 1
1,0,Turning & Milling Q.C.,2012-03-14 15:44:04.692728106+00:00,2012-03-14 17:38:46.827829715+00:00,8,Quality Check 1
1,9,Laser Marking - Machine 7,2012-03-14 17:38:46.827829715+00:00,2012-03-14 17:38:46.827829715+00:00,9,Machine 7- Laser Marking
1,9,Laser Marking - Machine 7,2012-03-14 17:38:46.827829715+00:00,2012-03-14 17:38:46.827829715+00:00,10,Machine 7- Laser Marking
1,10,Grinding Rework,2012-03-14 17:38:46.827829715+00:00,2012-03-15 01:48:32.173473736+00:00,11,Machine 11 - Grinding
2,19,Rework Milling - Machine 28,2012-03-15 00:00:00+00:00,2012-03-15 00:30:07.774050390+00:00,12,Manual Milling - Machine 28
1,4,Lapping - Machine 1,2012-03-15 02:00:00+00:00,2012-03-15 02:00:00+00:00,15,Machine 1 - Lapping
1,4,Lapping - Machine 1,2012-03-15 02:00:00+00:00,2012-03-15 02:00:00+00:00,16,Machine 1 - Lapping
2,0,Turning & Milling Q.C.,2012-03-20 15:00:00+00:00,2012-03-20 15:36:22.260896929+00:00,17,Quality Check 1
1,4,Lapping - Machine 1,2012-03-15 02:00:00+00:00,2012-03-15 02:00:00+00:00,18,Machine 1 - Lapping
3,13,Turning & Milling - Machine 6,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:46:09.326481247+00:00,19,Machine 6 - Turning & Milling
2,6,Turning & Milling - Machine 9,2012-03-20 15:36:22.260896929+00:00,2012-03-20 15:36:22.260896929+00:00,20,Machine 9 - Turning & Milling
1,4,Lapping - Machine 1,2012-03-15 02:00:00+00:00,2012-03-15 02:00:00+00:00,21,Machine 1 - Lapping
3,13,Turning & Milling - Machine 6,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:46:09.326481247+00:00,22,Machine 6 - Turning & Milling
4,13,Turning & Milling - Machine 6,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,23,Machine 6 - Turning & Milling
2,0,Turning & Milling Q.C.,2012-03-20 15:36:22.260896929+00:00,2012-03-20 16:16:46.957456129+00:00,24,Quality Check 1
1,4,Lapping - Machine 1,2012-03-15 02:00:00+00:00,2012-03-15 02:00:00+00:00,25,Machine 1 - Lapping
3,13,Turning & Milling - Machine 6,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:46:09.326481247+00:00,26,Machine 6 - Turning & Milling
4,13,Turning & Milling - Machine 6,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,27,Machine 6 - Turning & Milling
5,6,Turning & Milling - Machine 9,2012-03-16 01:55:59.054777104+00:00,2012-03-16 01:55:59.054777104+00:00,28,Machine 9 - Turning & Milling
2,6,Turning & Milling - Machine 9,2012-03-20 16:16:46.957456129+00:00,2012-03-20 16:16:46.957456129+00:00,29,Machine 9 - Turning & Milling
3,13,Turning & Milling - Machine 6,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:46:09.326481247+00:00,31,Machine 6 - Turning & Milling
4,13,Turning & Milling - Machine 6,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,32,Machine 6 - Turning & Milling
5,6,Turning & Milling - Machine 9,2012-03-16 01:55:59.054777104+00:00,2012-03-16 01:55:59.054777104+00:00,33,Machine 9 - Turning & Milling
6,13,Turning & Milling - Machine 6,2012-03-16 05:40:38.689242254+00:00,2012-03-16 05:40:38.689242254+00:00,34,Machine 6 - Turning & Milling
2,6,Turning & Milling - Machine 9,2012-03-20 16:16:46.957456129+00:00,2012-03-20 16:16:46.957456129+00:00,35,Machine 9 - Turning & Milling
1,18,Round Grinding - Machine 12,2012-03-15 08:00:00+00:00,2012-03-15 08:00:00+00:00,36,Machine 12 - Grinding
3,13,Turning & Milling - Machine 6,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:46:09.326481247+00:00,37,Machine 6 - Turning & Milling
4,6,Turning & Milling - Machine 9,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,38,Machine 9 - Turning & Milling
5,6,Turning & Milling - Machine 9,2012-03-16 01:55:59.054777104+00:00,2012-03-16 01:55:59.054777104+00:00,39,Machine 9 - Turning & Milling
6,13,Turning & Milling - Machine 6,2012-03-16 05:40:38.689242254+00:00,2012-03-16 05:40:38.689242254+00:00,40,Machine 6 - Turning & Milling
2,6,Turning & Milling - Machine 9,2012-03-20 16:16:46.957456129+00:00,2012-03-20 16:16:46.957456129+00:00,42,Machine 9 - Turning & Milling
1,18,Round Grinding - Machine 12,2012-03-15 08:00:00+00:00,2012-03-15 08:00:00+00:00,43,Machine 12 - Grinding
3,0,Turning & Milling Q.C.,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:47:05.563065706+00:00,44,Quality Check 1
4,13,Turning & Milling - Machine 6,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,45,Machine 6 - Turning & Milling
7,2,Turning & Milling - Machine 4,2012-03-17 23:00:00+00:00,2012-03-17 23:00:00+00:00,48,Machine 4 - Turning & Milling
2,0,Turning & Milling Q.C.,2012-03-20 16:16:46.957456129+00:00,2012-03-20 16:18:29.137680427+00:00,50,Quality Check 1
1,18,Round Grinding - Machine 12,2012-03-15 08:00:00+00:00,2012-03-15 08:00:00+00:00,51,Machine 12 - Grinding
3,0,Turning & Milling Q.C.,2012-03-15 09:47:05.563065706+00:00,2012-03-15 10:01:37.397042371+00:00,52,Quality Check 1
5,6,Turning & Milling - Machine 9,2012-03-16 07:00:00+00:00,2012-03-16 07:00:00+00:00,54,Machine 9 - Turning & Milling
6,13,Turning & Milling - Machine 6,2012-03-16 07:00:00+00:00,2012-03-16 07:00:00+00:00,55,Machine 6 - Turning & Milling
8,6,Turning & Milling - Machine 9,2012-03-18 01:00:00+00:00,2012-03-18 01:00:00+00:00,57,Machine 9 - Turning & Milling
9,7,Turning & Milling - Machine 8,2012-03-18 07:36:34.225351940+00:00,2012-03-18 07:36:34.225351940+00:00,58,Machine 8 - Turning & Milling
2,6,Turning & Milling - Machine 9,2012-03-20 16:18:29.137680427+00:00,2012-03-20 16:18:29.137680427+00:00,59,Machine 9 - Turning & Milling
