case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,26,Change Version - Machine 22,2012-03-14 13:50:00+00:00,2012-03-19 15:18:33.144571086+00:00,0,Machine 22 - Milling
1,6,Turning & Milling - Machine 9,2012-03-14 15:04:16.950121084+00:00,2012-03-14 15:04:16.950121084+00:00,1,Machine 9 - Turning & Milling
0,26,Change Version - Machine 22,2012-03-19 15:18:33.144571086+00:00,2012-03-19 15:30:11.580003822+00:00,2,Machine 22 - Milling
1,0,Turning Q.C.,2012-03-14 15:04:16.950121084+00:00,2012-03-14 15:17:08.303479154+00:00,3,Quality Check 1
2,15,Milling - Machine 10,2012-03-15 00:00:00+00:00,2012-03-15 00:00:00+00:00,4,Machine 10 - Grinding
0,0,Final Inspection Q.C.,2012-03-19 15:30:11.580003822+00:00,2012-03-19 15:59:33.626179238+00:00,5,Quality Check 1
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,6,Machine 9 - Turning & Milling
3,15,Turning & Milling - Machine 10,2012-03-15 09:46:09.326481247+00:00,2012-03-15 09:46:09.326481247+00:00,8,Machine 10 - Grinding
0,14,Packing,2012-03-19 15:59:33.626179238+00:00,2012-03-19 15:59:33.626179238+00:00,9,Packing
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,10,Machine 9 - Turning & Milling
2,11,Grinding Rework - Machine 27,2012-03-15 06:00:00+00:00,2012-03-15 06:00:00+00:00,11,Machine 27 - Grinding
4,7,Turning & Milling - Machine 8,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,13,Machine 8 - Turning & Milling
0,9,Laser Marking - Machine 7,2012-03-19 15:59:33.626179238+00:00,2012-03-19 15:59:33.626179238+00:00,14,Machine 7- Laser Marking
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,15,Machine 9 - Turning & Milling
3,0,Turning & Milling Q.C.,2012-03-15 15:00:00+00:00,2012-03-15 15:01:39.443149863+00:00,17,Quality Check 1
4,7,Turning & Milling - Machine 8,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,18,Machine 8 - Turning & Milling
5,7,Turning - Machine 8,2012-03-16 01:55:59.054777104+00:00,2012-03-16 01:55:59.054777104+00:00,19,Machine 8 - Turning & Milling
0,0,Final Inspection Q.C.,2012-03-19 15:59:33.626179238+00:00,2012-03-19 16:59:20.045351123+00:00,20,Quality Check 1
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,21,Machine 9 - Turning & Milling
2,0,Final Inspection Q.C.,2012-03-15 07:00:00+00:00,2012-03-15 07:15:58.907500064+00:00,22,Quality Check 1
3,15,Turning & Milling - Machine 10,2012-03-15 15:01:39.443149863+00:00,2012-03-15 15:01:39.443149863+00:00,23,Machine 10 - Grinding
4,7,Turning & Milling - Machine 8,2012-03-16 00:03:00+00:00,2012-03-16 00:03:00+00:00,24,Machine 8 - Turning & Milling
5,14,Packing,2012-03-16 01:55:59.054777104+00:00,2012-03-16 01:55:59.054777104+00:00,25,Packing
6,7,Turning - Machine 8,2012-03-16 05:40:38.689242254+00:00,2012-03-16 05:40:38.689242254+00:00,26,Machine 8 - Turning & Milling
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,27,Machine 9 - Turning & Milling
2,0,Final Inspection Q.C.,2012-03-15 07:15:58.907500064+00:00,2012-03-15 09:17:50.465078963+00:00,28,Quality Check 1
3,5,Milling - Machine 16,2012-03-15 15:01:39.443149863+00:00,2012-03-15 14:26:43.339009219+00:00,29,Machine 16 - Milling
6,7,Turning - Machine 8,2012-03-16 05:40:38.689242254+00:00,2012-03-16 05:40:38.689242254+00:00,32,Machine 8 - Turning & Milling
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,33,Machine 9 - Turning & Milling
2,14,Packing,2012-03-15 09:17:50.465078963+00:00,2012-03-15 09:17:50.465078963+00:00,34,Packing
3,0,Turning & Milling Q.C.,2012-03-15 14:26:43.339009219+00:00,2012-03-15 14:32:26.691308302+00:00,35,Quality Check 1
6,7,Turning - Machine 8,2012-03-16 05:40:38.689242254+00:00,2012-03-16 05:40:38.689242254+00:00,36,Machine 8 - Turning & Milling
4,7,Turning & Milling - Machine 8,2012-03-16 07:00:00+00:00,2012-03-16 07:00:00+00:00,37,Machine 8 - Turning & Milling
5,0,Final Inspection Q.C.,2012-03-16 07:00:00+00:00,2012-03-16 08:22:22.463142270+00:00,38,Quality Check 1
1,6,Turning & Milling - Machine 9,2012-03-14 15:17:08.303479154+00:00,2012-03-14 15:17:08.303479154+00:00,39,Machine 9 - Turning & Milling
2,1,Round Grinding - Machine 3,2012-03-15 09:17:50.465078963+00:00,2012-03-15 09:17:50.465078963+00:00,40,Machine 3 - Round Grinding
4,7,Turning & Milling - Machine 8,2012-03-16 07:00:00+00:00,2012-03-16 07:00:00+00:00,43,Machine 8 - Turning & Milling
