case_id,activity,enable_time,start_time,end_time,resource
0,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:45:00.000000+00:00,2018-09-21 07:48:05.441267+00:00,batch_00
1,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:48:05.441267+00:00,2018-09-21 07:48:46.477127+00:00,batch_00
2,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:48:46.477127+00:00,2018-09-21 07:48:59.640207+00:00,batch_00
3,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:48:59.640207+00:00,2018-09-21 07:49:37.433344+00:00,batch_00
4,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:49:37.433344+00:00,2018-09-21 07:49:37.454297+00:00,batch_00
5,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:49:37.454297+00:00,2018-09-21 07:51:29.313031+00:00,batch_00
6,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:51:29.313031+00:00,2018-09-21 07:52:20.260930+00:00,batch_00
7,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:52:20.260930+00:00,2018-09-21 07:56:54.893410+00:00,batch_00
8,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:56:54.893410+00:00,2018-09-21 07:59:26.534309+00:00,batch_00
9,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:59:26.534309+00:00,2018-09-21 07:59:27.499299+00:00,batch_00
10,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 07:59:27.499299+00:00,2018-09-21 09:49:09.735183+00:00,batch_00
11,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 09:49:09.735183+00:00,2018-09-21 09:49:09.743075+00:00,batch_00
12,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 09:49:09.743075+00:00,2018-09-21 09:52:39.285780+00:00,batch_00
13,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 09:52:39.285780+00:00,2018-09-21 09:55:55.935533+00:00,batch_00
14,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 09:55:55.935533+00:00,2018-09-21 09:57:04.848866+00:00,batch_00
15,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 09:57:04.848866+00:00,2018-09-21 09:58:26.446109+00:00,batch_00
16,SRM: Created,2018-09-20 21:59:00.000000+00:00,2018-09-21 09:58:26.446109+00:00,2018-09-21 12:00:04.106975+00:00,batch_00
