case_id,activity,enable_time,start_time,end_time,resource
0,Round Grinding - Manual,2012-02-27 17:19:07.234353+00:00,2012-02-27 17:19:07.234353+00:00,2012-02-27 18:05:37.249333+00:00,Machine 27 - Grinding
0,Turning & Milling - Machine 6,2012-02-27 17:54:35.347353+00:00,2012-02-27 20:00:00.000000+00:00,2012-02-27 20:45:38.696849+00:00,Machine 6 - Turning & Milling
0,Turning & Milling - Machine 6,2012-02-27 20:46:33.662547+00:00,2012-02-27 20:46:33.662547+00:00,2012-02-27 23:12:55.129114+00:00,Machine 6 - Turning & Milling
0,Packing,2012-02-27 23:57:43.189748+00:00,2012-02-28 00:00:00.000000+00:00,2012-02-29 00:00:00.000000+00:00,Packing
0,Turn & Mill. & Screw Assem - Machine 10,2012-02-28 00:53:29.240179+00:00,2012-02-28 06:24:00.000000+00:00,2012-02-28 06:47:39.580783+00:00,Machine 10 - Grinding
1,Turning & Milling - Machine 6,2012-02-28 01:12:13.572644+00:00,2012-02-28 06:24:00.000000+00:00,2012-02-28 06:37:33.510032+00:00,Machine 6 - Turning & Milling
1,Round Grinding - Manual,2012-02-28 04:59:01.373461+00:00,2012-02-28 16:00:00.000000+00:00,2012-02-28 16:02:39.949350+00:00,Machine 27 - Grinding
1,Turning & Milling - Machine 6,2012-02-28 06:37:33.510032+00:00,2012-02-28 06:37:33.510032+00:00,2012-02-28 20:10:51.496009+00:00,Machine 6 - Turning & Milling
2,Lapping - Machine 1,2012-02-28 08:51:38.737811+00:00,2012-02-28 08:51:38.737811+00:00,2012-02-28 09:55:01.034646+00:00,Machine 1 - Lapping
1,Round Grinding - Manual,2012-02-28 16:03:01.195232+00:00,2012-02-28 16:03:01.195232+00:00,2012-02-28 23:31:10.841248+00:00,Machine 27 - Grinding
4,Turning & Milling - Machine 9,2012-02-29 00:45:56.969931+00:00,2012-02-29 00:45:56.969932+00:00,2012-02-29 01:12:13.527518+00:00,Machine 9 - Turning & Milling
4,Turning & Milling - Machine 9,2012-02-29 01:13:27.928432+00:00,2012-02-29 01:13:27.928432+00:00,2012-02-29 08:22:02.044308+00:00,Machine 9 - Turning & Milling
1,Round Grinding - Manual,2012-02-29 02:48:48.608880+00:00,2012-02-29 11:12:00.000000+00:00,2012-02-29 11:22:40.056088+00:00,Machine 27 - Grinding
1,Turn & Mill. & Screw Assem - Machine 10,2012-02-29 05:18:25.788682+00:00,2012-02-29 06:24:00.000000+00:00,2012-02-29 06:24:17.949807+00:00,Machine 10 - Grinding
1,Turn & Mill. & Screw Assem - Machine 10,2012-02-29 06:24:20.027053+00:00,2012-02-29 06:24:20.027052+00:00,2012-02-29 06:25:07.472828+00:00,Machine 10 - Grinding
3,Lapping - Machine 1,2012-02-29 08:54:04.552911+00:00,2012-02-29 08:54:04.552911+00:00,2012-02-29 10:43:26.889708+00:00,Machine 1 - Lapping
3,Turning & Milling Q.C.,2012-02-29 10:43:26.889709+00:00,2012-03-01 06:24:00.000000+00:00,2012-03-01 06:41:57.476341+00:00,Quality Check 1
3,Round Grinding - Machine 2,2012-02-29 10:43:38.134430+00:00,2012-02-29 16:00:00.000000+00:00,2012-02-29 16:19:24.313151+00:00,Machine 2 - Round Grinding
0,Round Grinding - Q.C.,2012-02-29 14:39:18.089913+00:00,2012-03-01 06:41:57.476341+00:00,2012-03-01 06:41:57.507771+00:00,Quality Check 1
3,Round Grinding - Machine 2,2012-02-29 16:19:24.313151+00:00,2012-02-29 16:19:24.313151+00:00,2012-02-29 16:19:25.215430+00:00,Machine 2 - Round Grinding
3,Round Grinding - Machine 2,2012-02-29 16:19:25.215430+00:00,2012-02-29 16:19:25.215430+00:00,2012-02-29 16:21:25.114899+00:00,Machine 2 - Round Grinding
3,Round Grinding - Machine 2,2012-02-29 16:21:25.114912+00:00,2012-02-29 16:21:25.114912+00:00,2012-03-01 06:30:10.974048+00:00,Machine 2 - Round Grinding
1,Turn & Mill. & Screw Assem - Machine 10,2012-03-01 00:16:10.374105+00:00,2012-03-01 06:24:00.000000+00:00,2012-03-01 06:58:39.229133+00:00,Machine 10 - Grinding
