case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:12:29.986299739+00:00,0,Clerk-000001
0,1,Check credit history,2023-04-20 08:12:29.986299739+00:00,2023-04-20 08:25:24.407562652+00:00,1,Clerk-000002
0,6,Appraise property,2023-04-20 08:25:24.407562652+00:00,2023-04-20 08:49:58.926750711+00:00,2,Appraiser-000002
1,4,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:32:23.525597713+00:00,3,Clerk-000003
0,7,AML check,2023-04-20 08:49:58.926750711+00:00,2023-04-20 09:21:06.266041606+00:00,4,AML Investigator-000002
1,7,AML check,2023-04-20 09:21:06.266041606+00:00,2023-04-20 09:41:30.129925883+00:00,5,AML Investigator-000002
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:03:39.205889035+00:00,6,Clerk-000004
0,11,Assess loan risk,2023-04-20 09:21:06.266041606+00:00,2023-04-20 09:41:06.266041606+00:00,7,Loan Officer-000001
2,4,Check credit history,2023-04-20 09:03:39.205889035+00:00,2023-04-20 09:08:43.067465291+00:00,8,Clerk-000003
3,8,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 10:06:00.939352845+00:00,9,Clerk-000005
0,8,Reject application,2023-04-20 09:41:06.266041606+00:00,2023-04-20 09:51:06.266041606+00:00,10,Clerk-000005
1,6,Appraise property,2023-04-20 09:41:30.129925883+00:00,2023-04-20 10:11:25.655238775+00:00,11,Appraiser-000002
2,2,AML check,2023-04-20 09:08:43.067465291+00:00,2023-04-20 10:17:09.708162982+00:00,12,AML Investigator-000001
3,3,Appraise property,2023-04-20 10:06:00.939352845+00:00,2023-04-20 11:15:17.148409199+00:00,13,Appraiser-000001
1,5,Check credit history,2023-04-20 10:11:25.655238775+00:00,2023-04-20 11:19:11.221706936+00:00,14,Clerk-000004
4,9,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:22:47.755914575+00:00,15,Clerk-000006
2,6,Appraise property,2023-04-20 10:17:09.708162982+00:00,2023-04-20 10:49:31.482838437+00:00,16,Appraiser-000002
5,10,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:46:17.645947641+00:00,17,Clerk-000007
