case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:34:39.734233623+00:00,0,Clerk-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 09:19:14.149650836+00:00,1,Clerk-000002
0,7,AML check,2023-04-20 08:34:39.734233623+00:00,2023-04-20 09:17:41.991873786+00:00,2,AML Investigator-000002
2,4,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:40:21.743465688+00:00,3,Clerk-000003
0,8,Check credit history,2023-04-20 09:17:41.991873786+00:00,2023-04-20 09:37:03.949547306+00:00,4,Clerk-000005
1,4,Check credit history,2023-04-20 09:19:14.149650836+00:00,2023-04-20 09:26:56.097457886+00:00,5,Clerk-000003
1,7,AML check,2023-04-20 09:26:56.097457886+00:00,2023-04-20 09:33:21.270513445+00:00,6,AML Investigator-000002
0,3,Appraise property,2023-04-20 09:37:03.949547306+00:00,2023-04-20 10:14:03.677466707+00:00,7,Appraiser-000001
2,12,Return application back to applicant,2023-04-20 09:40:21.743465688+00:00,2023-04-20 09:45:21.743465688+00:00,8,Clerk-000008
3,5,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:42:57.894215740+00:00,9,Clerk-000004
1,6,Appraise property,2023-04-20 09:33:21.270513445+00:00,2023-04-20 09:41:47.941221484+00:00,10,Appraiser-000002
2,18,Applicant completes form,2023-04-20 09:45:21.743465688+00:00,2023-04-20 10:45:21.743465688+00:00,11,Applicant-000001
0,11,Assess loan risk,2023-04-20 10:14:03.677466707+00:00,2023-04-20 10:34:03.677466707+00:00,12,Loan Officer-000001
1,13,Assess loan risk,2023-04-20 09:41:47.941221484+00:00,2023-04-20 10:01:47.941221484+00:00,13,Loan Officer-000002
3,1,Check credit history,2023-04-20 09:42:57.894215740+00:00,2023-04-20 10:45:17.186513166+00:00,14,Clerk-000002
4,9,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:19:28.433759935+00:00,15,Clerk-000006
0,9,Reject application,2023-04-20 10:34:03.677466707+00:00,2023-04-20 10:44:03.677466707+00:00,16,Clerk-000006
2,10,Check application form completeness,2023-04-20 10:45:21.743465688+00:00,2023-04-20 10:51:03.868101180+00:00,17,Clerk-000007
1,8,Reject application,2023-04-20 10:01:47.941221484+00:00,2023-04-20 10:11:47.941221484+00:00,18,Clerk-000005
4,5,Return application back to applicant,2023-04-20 10:19:28.433759935+00:00,2023-04-20 10:24:28.433759935+00:00,19,Clerk-000004
5,0,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:48:46.010153826+00:00,20,Clerk-000001
2,2,AML check,2023-04-20 10:51:03.868101180+00:00,2023-04-20 11:43:30.751107059+00:00,21,AML Investigator-000001
3,6,Appraise property,2023-04-20 10:45:17.186513166+00:00,2023-04-20 10:55:28.523722645+00:00,22,Appraiser-000002
5,8,Check credit history,2023-04-20 10:48:46.010153826+00:00,2023-04-20 11:04:22.025560013+00:00,23,Clerk-000005
6,4,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:13:02.325340145+00:00,24,Clerk-000003
2,6,Appraise property,2023-04-20 11:43:30.751107059+00:00,2023-04-20 12:03:14.040061399+00:00,25,Appraiser-000002
3,7,AML check,2023-04-20 10:55:28.523722645+00:00,2023-04-20 11:20:42.777895991+00:00,27,AML Investigator-000002
5,3,Appraise property,2023-04-20 11:04:22.025560013+00:00,2023-04-20 11:11:29.129255673+00:00,28,Appraiser-000001
6,6,Appraise property,2023-04-20 11:13:02.325340145+00:00,2023-04-20 11:14:39.122244802+00:00,29,Appraiser-000002
7,12,Check application form completeness,2023-04-20 11:30:00+00:00,2023-04-20 11:31:54.831144021+00:00,30,Clerk-000008
2,0,Check credit history,2023-04-20 12:03:14.040061399+00:00,2023-04-20 12:51:43.742029164+00:00,31,Clerk-000001
4,18,Applicant completes form,2023-04-20 10:45:21.743465688+00:00,2023-04-20 11:45:21.743465688+00:00,32,Applicant-000001
6,0,Check credit history,2023-04-20 11:14:39.122244802+00:00,2023-04-20 11:18:09.606153080+00:00,34,Clerk-000001
3,13,Assess loan risk,2023-04-20 11:20:42.777895991+00:00,2023-04-20 11:40:42.777895991+00:00,35,Loan Officer-000002
7,3,Appraise property,2023-04-20 11:31:54.831144021+00:00,2023-04-20 14:03:07.370296541+00:00,36,Appraiser-000001
8,5,Check application form completeness,2023-04-20 12:00:00+00:00,2023-04-20 12:33:50.724813810+00:00,37,Clerk-000004
2,11,Assess loan risk,2023-04-20 12:51:43.742029164+00:00,2023-04-20 13:11:43.742029164+00:00,38,Loan Officer-000001
6,7,AML check,2023-04-20 11:20:42.777895991+00:00,2023-04-20 12:24:44.696117157+00:00,39,AML Investigator-000002
3,9,Reject application,2023-04-20 11:40:42.777895991+00:00,2023-04-20 11:50:42.777895991+00:00,40,Clerk-000006
5,2,AML check,2023-04-20 11:43:30.751107059+00:00,2023-04-20 12:09:30.747864391+00:00,41,AML Investigator-000001
4,12,Check application form completeness,2023-04-20 11:45:21.743465688+00:00,2023-04-20 11:45:34.283730513+00:00,42,Clerk-000008
9,1,Check application form completeness,2023-04-20 12:30:00+00:00,2023-04-20 12:32:37.393281829+00:00,43,Clerk-000002
8,4,Check credit history,2023-04-20 12:33:50.724813810+00:00,2023-04-20 12:41:29.481848406+00:00,44,Clerk-000003
2,16,Design loan offer,2023-04-20 13:11:43.742029164+00:00,2023-04-20 13:23:16.030626290+00:00,45,Loan Officer-000004
7,7,AML check,2023-04-20 14:03:07.370296541+00:00,2023-04-20 14:03:30.855659369+00:00,46,AML Investigator-000002
4,4,Check credit history,2023-04-20 11:45:34.283730513+00:00,2023-04-20 11:52:12.644737540+00:00,47,Clerk-000003
6,11,Assess loan risk,2023-04-20 12:24:44.696117157+00:00,2023-04-20 12:44:44.696117157+00:00,48,Loan Officer-000001
9,10,Check credit history,2023-04-20 12:32:37.393281829+00:00,2023-04-20 12:41:23.286634186+00:00,49,Clerk-000007
8,6,Appraise property,2023-04-20 12:41:29.481848406+00:00,2023-04-20 13:39:52.062952094+00:00,50,Appraiser-000002
10,8,Check application form completeness,2023-04-20 13:00:00+00:00,2023-04-20 13:06:53.869089796+00:00,51,Clerk-000005
2,17,Approve loan offer,2023-04-20 13:23:16.030626290+00:00,2023-04-20 13:43:16.030626290+00:00,52,Senior Officer-000002
7,10,Check credit history,2023-04-20 14:03:30.855659369+00:00,2023-04-20 14:35:22.574658925+00:00,53,Clerk-000007
4,3,Appraise property,2023-04-20 14:03:07.370296541+00:00,2023-04-20 14:37:11.845493414+00:00,54,Appraiser-000001
5,15,Assess loan risk,2023-04-20 12:09:30.747864391+00:00,2023-04-20 12:29:30.747864391+00:00,55,Loan Officer-000003
6,15,Design loan offer,2023-04-20 12:44:44.696117157+00:00,2023-04-20 12:45:11.644584406+00:00,57,Loan Officer-000003
11,0,Check application form completeness,2023-04-20 13:30:00+00:00,2023-04-20 13:32:32.093099680+00:00,59,Clerk-000001
8,2,AML check,2023-04-20 13:39:52.062952094+00:00,2023-04-21 07:05:11.277459217+00:00,60,AML Investigator-000001
2,4,Approve application,2023-04-20 13:43:16.030626290+00:00,2023-04-20 13:48:16.030626290+00:00,61,Clerk-000003
7,16,Assess loan risk,2023-04-20 14:35:22.574658925+00:00,2023-04-20 14:55:22.574658925+00:00,62,Loan Officer-000004
5,11,Design loan offer,2023-04-20 12:29:30.747864391+00:00,2023-04-20 12:32:52.206194656+00:00,63,Loan Officer-000001
6,17,Approve loan offer,2023-04-20 12:45:11.644584406+00:00,2023-04-20 13:05:11.644584406+00:00,64,Senior Officer-000002
11,6,Appraise property,2023-04-20 13:39:52.062952094+00:00,2023-04-20 14:19:58.228236875+00:00,65,Appraiser-000002
9,2,AML check,2023-04-21 07:05:11.277459217+00:00,2023-04-21 07:06:09.321056036+00:00,66,AML Investigator-000001
4,7,AML check,2023-04-20 14:37:11.845493414+00:00,2023-04-21 07:36:50.602331054+00:00,67,AML Investigator-000002
7,15,Design loan offer,2023-04-20 14:55:22.574658925+00:00,2023-04-20 15:05:52.246813938+00:00,69,Loan Officer-000003
8,13,Assess loan risk,2023-04-21 07:05:11.277459217+00:00,2023-04-21 07:25:11.277459217+00:00,70,Loan Officer-000002
5,14,Approve loan offer,2023-04-20 12:32:52.206194656+00:00,2023-04-20 12:52:52.206194656+00:00,71,Senior Officer-000001
6,12,Approve application,2023-04-20 13:05:11.644584406+00:00,2023-04-20 13:10:11.644584406+00:00,72,Clerk-000008
12,9,Check application form completeness,2023-04-20 14:00:00+00:00,2023-04-20 14:10:20.615965427+00:00,73,Clerk-000006
11,12,Check credit history,2023-04-20 14:19:58.228236875+00:00,2023-04-20 14:31:28.181769408+00:00,74,Clerk-000008
13,1,Check application form completeness,2023-04-20 14:30:00+00:00,2023-04-20 14:50:50.548432962+00:00,75,Clerk-000002
7,14,Approve loan offer,2023-04-20 15:05:52.246813938+00:00,2023-04-21 07:20:00.000000938+00:00,76,Senior Officer-000001
10,6,Appraise property,2023-04-21 07:05:11.277459217+00:00,2023-04-21 07:12:20.482261332+00:00,77,Appraiser-000002
9,3,Appraise property,2023-04-21 07:06:09.321056036+00:00,2023-04-21 07:37:04.305976616+00:00,78,Appraiser-000001
8,8,Reject application,2023-04-21 07:25:11.277459217+00:00,2023-04-21 07:35:11.277459217+00:00,79,Clerk-000005
4,13,Assess loan risk,2023-04-21 07:36:50.602331054+00:00,2023-04-21 07:56:50.602331054+00:00,80,Loan Officer-000002
5,4,Cancel application,2023-04-20 12:52:52.206194656+00:00,2023-04-20 12:57:52.206194656+00:00,81,Clerk-000003
11,7,AML check,2023-04-21 07:36:50.602331054+00:00,2023-04-21 08:03:38.627298184+00:00,82,AML Investigator-000002
14,5,Check application form completeness,2023-04-20 15:00:00+00:00,2023-04-20 15:08:10.553593508+00:00,84,Clerk-000004
10,2,AML check,2023-04-21 07:12:20.482261332+00:00,2023-04-21 07:29:00.638685707+00:00,85,AML Investigator-000001
7,8,Approve application,2023-04-21 07:20:00.000000938+00:00,2023-04-21 07:25:00.000000938+00:00,86,Clerk-000005
4,8,Reject application,2023-04-21 07:56:50.602331054+00:00,2023-04-21 08:06:50.602331054+00:00,87,Clerk-000005
14,8,Return application back to applicant,2023-04-20 15:08:10.553593508+00:00,2023-04-20 15:13:10.553593508+00:00,88,Clerk-000005
15,4,Check application form completeness,2023-04-21 07:30:00+00:00,2023-04-21 07:43:54.522628571+00:00,89,Clerk-000003
13,3,Appraise property,2023-04-21 07:37:04.305976616+00:00,2023-04-21 07:39:52.725515610+00:00,90,Appraiser-000001
9,11,Assess loan risk,2023-04-21 07:37:04.305976616+00:00,2023-04-21 07:57:04.305976616+00:00,91,Loan Officer-000001
11,11,Assess loan risk,2023-04-21 08:03:38.627298184+00:00,2023-04-21 08:23:38.627298184+00:00,92,Loan Officer-000001
12,3,Appraise property,2023-04-20 14:37:11.845493414+00:00,2023-04-20 14:52:10.380327629+00:00,93,Appraiser-000001
14,18,Applicant completes form,2023-04-20 15:13:10.553593508+00:00,2023-04-21 08:00:00.000000508+00:00,94,Applicant-000001
10,4,Check credit history,2023-04-21 07:29:00.638685707+00:00,2023-04-21 07:49:48.430895503+00:00,95,Clerk-000003
13,8,Check credit history,2023-04-21 07:39:52.725515610+00:00,2023-04-21 07:54:46.439715628+00:00,96,Clerk-000005
15,8,Return application back to applicant,2023-04-21 07:43:54.522628571+00:00,2023-04-21 07:48:54.522628571+00:00,97,Clerk-000005
9,16,Design loan offer,2023-04-21 07:57:04.305976616+00:00,2023-04-21 08:00:55.167745756+00:00,98,Loan Officer-000004
16,0,Check application form completeness,2023-04-21 08:00:00+00:00,2023-04-21 08:24:53.210117904+00:00,99,Clerk-000001
11,0,Reject application,2023-04-21 08:23:38.627298184+00:00,2023-04-21 08:33:38.627298184+00:00,100,Clerk-000001
12,1,Check credit history,2023-04-20 14:52:10.380327629+00:00,2023-04-20 15:32:53.154321623+00:00,101,Clerk-000002
10,13,Assess loan risk,2023-04-21 08:00:55.167745756+00:00,2023-04-21 08:20:55.167745756+00:00,103,Loan Officer-000002
13,2,AML check,2023-04-21 07:54:46.439715628+00:00,2023-04-21 08:15:45.322901128+00:00,104,AML Investigator-000001
14,1,Check application form completeness,2023-04-21 08:00:00.000000508+00:00,2023-04-21 08:15:55.284744076+00:00,105,Clerk-000002
9,17,Approve loan offer,2023-04-21 08:00:55.167745756+00:00,2023-04-21 08:20:55.167745756+00:00,106,Senior Officer-000002
16,2,AML check,2023-04-21 08:24:53.210117904+00:00,2023-04-21 08:34:01.987721173+00:00,107,AML Investigator-000001
17,9,Check application form completeness,2023-04-21 08:30:00+00:00,2023-04-21 08:41:50.296006113+00:00,108,Clerk-000006
15,18,Applicant completes form,2023-04-21 08:00:00.000000508+00:00,2023-04-21 09:00:00.000000508+00:00,110,Applicant-000001
13,16,Assess loan risk,2023-04-21 08:15:45.322901128+00:00,2023-04-21 08:35:45.322901128+00:00,111,Loan Officer-000004
14,10,Check credit history,2023-04-21 08:15:55.284744076+00:00,2023-04-21 08:20:45.933819640+00:00,112,Clerk-000007
10,16,Design loan offer,2023-04-21 08:20:55.167745756+00:00,2023-04-21 08:22:37.857919697+00:00,113,Loan Officer-000004
9,10,Approve application,2023-04-21 08:20:55.167745756+00:00,2023-04-21 08:25:55.167745756+00:00,114,Clerk-000007
16,1,Check credit history,2023-04-21 08:34:01.987721173+00:00,2023-04-21 08:50:35.533928829+00:00,115,Clerk-000002
17,12,Check credit history,2023-04-21 08:41:50.296006113+00:00,2023-04-21 09:15:20.699140250+00:00,116,Clerk-000008
14,7,AML check,2023-04-21 08:20:45.933819640+00:00,2023-04-21 08:24:41.188295830+00:00,118,AML Investigator-000002
10,17,Approve loan offer,2023-04-21 08:22:37.857919697+00:00,2023-04-21 08:42:37.857919697+00:00,119,Senior Officer-000002
16,3,Appraise property,2023-04-21 08:50:35.533928829+00:00,2023-04-21 09:02:37.911086709+00:00,120,Appraiser-000001
18,5,Check application form completeness,2023-04-21 09:00:00+00:00,2023-04-21 09:21:04.286893311+00:00,121,Clerk-000004
15,8,Check application form completeness,2023-04-21 09:00:00.000000508+00:00,2023-04-21 09:34:36.054982875+00:00,122,Clerk-000005
17,7,AML check,2023-04-21 09:15:20.699140250+00:00,2023-04-21 09:26:37.775522143+00:00,123,AML Investigator-000002
12,7,AML check,2023-04-21 08:03:38.627298184+00:00,2023-04-21 08:06:25.049571709+00:00,124,AML Investigator-000002
14,3,Appraise property,2023-04-21 09:02:37.911086709+00:00,2023-04-21 09:16:14.920847654+00:00,125,Appraiser-000001
13,8,Reject application,2023-04-21 08:35:45.322901128+00:00,2023-04-21 08:45:45.322901128+00:00,126,Clerk-000005
10,1,Cancel application,2023-04-21 08:42:37.857919697+00:00,2023-04-21 08:47:37.857919697+00:00,127,Clerk-000002
16,11,Assess loan risk,2023-04-21 09:02:37.911086709+00:00,2023-04-21 09:22:37.911086709+00:00,128,Loan Officer-000001
18,4,Check credit history,2023-04-21 09:21:04.286893311+00:00,2023-04-21 11:18:54.769397814+00:00,129,Clerk-000003
17,6,Appraise property,2023-04-21 09:26:37.775522143+00:00,2023-04-21 10:18:37.811368257+00:00,130,Appraiser-000002
15,9,Check credit history,2023-04-21 09:34:36.054982875+00:00,2023-04-21 10:35:27.804703013+00:00,131,Clerk-000006
12,15,Assess loan risk,2023-04-21 08:06:25.049571709+00:00,2023-04-21 08:26:25.049571709+00:00,132,Loan Officer-000003
14,13,Assess loan risk,2023-04-21 09:16:14.920847654+00:00,2023-04-21 09:36:14.920847654+00:00,133,Loan Officer-000002
16,16,Design loan offer,2023-04-21 09:22:37.911086709+00:00,2023-04-21 09:26:52.645492775+00:00,134,Loan Officer-000004
19,10,Check application form completeness,2023-04-21 09:30:00+00:00,2023-04-21 09:51:38.599531222+00:00,135,Clerk-000007
