case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,12,SRM: Created,2018-10-16 08:10:00+00:00,2018-10-16 08:21:40.136319276+00:00,0,user_026
0,1,SRM: Change was Transmitted,2018-10-16 08:21:40.136319276+00:00,2018-10-16 08:25:13.517105607+00:00,1,batch_00
0,24,SRM: Awaiting Approval,2018-10-16 08:25:13.517105607+00:00,2018-10-16 08:30:13.517105607+00:00,2,user_009
1,14,SRM: Created,2018-10-16 08:27:02.820942014+00:00,2018-10-16 08:32:39.515114705+00:00,3,user_016
0,22,SRM: Complete,2018-10-16 08:30:13.517105607+00:00,2018-10-16 08:39:17.308357583+00:00,4,user_010
1,8,SRM: In Transfer to Execution Syst.,2018-10-16 08:32:39.515114705+00:00,2018-10-16 08:44:39.515114705+00:00,5,user_022
0,23,SRM: Document Completed,2018-10-16 08:39:17.308357583+00:00,2018-10-16 08:39:39.099020293+00:00,6,user_014
0,1,SRM: Ordered,2018-10-16 08:39:39.099020293+00:00,2018-10-16 08:45:34.415608698+00:00,7,batch_00
0,1,SRM: Change was Transmitted,2018-10-16 08:45:34.415608698+00:00,2018-10-16 08:57:55.720512598+00:00,9,batch_00
1,12,SRM: Complete,2018-10-16 08:45:34.415608698+00:00,2018-10-16 08:58:10.774572013+00:00,10,user_026
0,1,SRM: Ordered,2018-10-16 08:57:55.720512598+00:00,2018-10-16 09:03:54.242426674+00:00,11,batch_00
1,24,SRM: Awaiting Approval,2018-10-16 08:58:10.774572013+00:00,2018-10-16 09:03:10.774572013+00:00,12,user_009
1,14,SRM: Document Completed,2018-10-16 09:03:10.774572013+00:00,2018-10-16 09:07:36.991836780+00:00,13,user_016
0,22,SRM: Document Completed,2018-10-16 09:03:54.242426674+00:00,2018-10-16 09:18:54.461003492+00:00,14,user_010
1,1,SRM: Change was Transmitted,2018-10-16 09:07:36.991836780+00:00,2018-10-16 09:16:44.079143776+00:00,15,batch_00
0,1,SRM: Ordered,2018-10-16 09:18:54.461003492+00:00,2018-10-16 09:25:09.336122492+00:00,16,batch_00
1,2,Create Purchase Order Item,2018-10-16 09:16:44.079143776+00:00,2018-10-16 09:20:05.017981576+00:00,17,user_000
0,1,SRM: Change was Transmitted,2018-10-16 09:25:09.336122492+00:00,2018-10-16 09:29:19.379608203+00:00,18,batch_00
0,23,SRM: Complete,2018-10-16 09:29:19.379608203+00:00,2018-10-16 09:31:03.367306697+00:00,20,user_014
1,1,SRM: Ordered,2018-10-16 09:25:09.336122492+00:00,2018-10-16 09:24:25.693900969+00:00,21,batch_00
0,8,SRM: Awaiting Approval,2018-10-16 09:31:03.367306697+00:00,2018-10-16 09:32:25.996943821+00:00,22,user_022
1,12,SRM: Created,2018-10-16 09:24:25.693900969+00:00,2018-10-16 09:35:02.772862169+00:00,23,user_026
0,24,SRM: Awaiting Approval,2018-10-16 09:32:25.996943821+00:00,2018-10-16 09:37:25.996943821+00:00,24,user_009
1,14,SRM: Document Completed,2018-10-16 09:35:02.772862169+00:00,2018-10-16 09:40:26.159638058+00:00,25,user_016
0,22,SRM: Complete,2018-10-16 09:37:25.996943821+00:00,2018-10-16 09:42:54.049224692+00:00,26,user_010
1,1,SRM: Awaiting Approval,2018-10-16 09:40:26.159638058+00:00,2018-10-16 09:42:56.854815984+00:00,27,batch_00
1,23,SRM: Complete,2018-10-16 09:42:56.854815984+00:00,2018-10-16 09:47:18.963106913+00:00,29,user_014
0,1,SRM: Change was Transmitted,2018-10-16 09:42:56.854815984+00:00,2018-10-16 09:53:48.693711537+00:00,30,batch_00
0,1,SRM: Ordered,2018-10-16 09:53:48.693711537+00:00,2018-10-16 09:56:01.961237744+00:00,32,batch_00
0,8,SRM: Complete,2018-10-16 09:56:01.961237744+00:00,2018-10-16 10:05:34.862950585+00:00,34,user_022
1,1,SRM: Ordered,2018-10-16 09:56:01.961237744+00:00,2018-10-16 10:03:48.246516757+00:00,35,batch_00
0,12,SRM: Document Completed,2018-10-16 10:05:34.862950585+00:00,2018-10-16 10:16:43.656151326+00:00,36,user_026
1,1,SRM: In Transfer to Execution Syst.,2018-10-16 10:03:48.246516757+00:00,2018-10-16 10:06:32.849040263+00:00,37,batch_00
0,24,SRM: Document Completed,2018-10-16 10:16:43.656151326+00:00,2018-10-16 10:22:43.656151326+00:00,38,user_009
1,2,Change Delivery Indicator,2018-10-16 10:06:32.849040263+00:00,2018-10-16 10:09:18.289169872+00:00,39,user_000
0,14,SRM: Awaiting Approval,2018-10-16 10:22:43.656151326+00:00,2018-10-16 10:29:51.437634391+00:00,40,user_016
