case_id,activity,enable_time,start_time,end_time,resource
0,ER Registration,2014-10-27 00:00:42.000000+00:00,2014-10-27 06:48:00.000000+00:00,2014-10-27 06:52:02.931046+00:00,A
1,ER Registration,2014-10-27 10:00:00.000000+00:00,2014-10-27 10:00:00.000000+00:00,2014-10-27 10:10:46.885582+00:00,L
1,ER Triage,2014-10-27 10:24:08.669933+00:00,2014-10-27 10:24:08.669933+00:00,2014-10-27 10:38:55.379968+00:00,C
1,ER Sepsis Triage,2014-10-27 10:38:55.383890+00:00,2014-10-27 10:38:55.383890+00:00,2014-10-27 10:40:31.019304+00:00,A
1,IV Liquid,2014-10-27 12:21:07.232682+00:00,2014-10-27 12:21:07.232682+00:00,2014-10-27 12:34:57.729151+00:00,L
2,ER Registration,2014-10-27 13:07:33.693927+00:00,2014-10-27 13:07:33.693927+00:00,2014-10-27 13:37:41.711309+00:00,A
1,IV Antibiotics,2014-10-27 13:16:50.316210+00:00,2014-10-27 13:16:50.316209+00:00,2014-10-27 13:27:02.028772+00:00,L
2,ER Triage,2014-10-27 13:38:33.423198+00:00,2014-10-27 13:38:33.423198+00:00,2014-10-27 14:02:49.702125+00:00,C
2,ER Sepsis Triage,2014-10-27 14:02:49.702483+00:00,2014-10-27 14:02:49.702483+00:00,2014-10-27 14:08:17.169444+00:00,L
1,Admission NC,2014-10-27 15:05:21.931615+00:00,2014-10-27 16:00:00.000000+00:00,2014-10-27 17:20:18.945059+00:00,P
0,ER Triage,2014-10-27 15:18:24.670164+00:00,2014-10-27 15:18:24.670164+00:00,2014-10-27 15:19:45.606417+00:00,C
0,ER Sepsis Triage,2014-10-27 15:19:45.606417+00:00,2014-10-27 15:19:45.606417+00:00,2014-10-27 15:25:21.627610+00:00,A
0,IV Liquid,2014-10-27 16:34:42.673765+00:00,2014-10-27 18:24:00.000000+00:00,2014-10-27 18:34:03.410074+00:00,L
2,LacticAcid,2014-10-27 18:15:46.417747+00:00,2014-10-28 06:48:00.000000+00:00,2014-10-28 06:48:00.000148+00:00,B
0,IV Antibiotics,2014-10-27 19:02:41.452859+00:00,2014-10-27 21:12:00.000000+00:00,2014-10-27 21:17:54.375831+00:00,A
1,Leucocytes,2014-10-27 21:09:26.105831+00:00,2014-10-28 06:48:00.000148+00:00,2014-10-28 06:49:46.412074+00:00,B
2,IV Liquid,2014-10-28 07:29:12.128595+00:00,2014-10-28 08:00:00.000000+00:00,2014-10-28 08:06:50.106337+00:00,L
3,ER Registration,2014-10-28 08:00:00.000000+00:00,2014-10-28 08:00:00.000000+00:00,2014-10-28 08:01:00.742105+00:00,A
3,ER Triage,2014-10-28 08:06:13.054486+00:00,2014-10-28 08:06:13.054486+00:00,2014-10-28 08:06:55.494868+00:00,C
3,ER Sepsis Triage,2014-10-28 08:06:55.494868+00:00,2014-10-28 08:06:55.494868+00:00,2014-10-28 08:10:41.144063+00:00,A
2,IV Antibiotics,2014-10-28 08:25:55.013657+00:00,2014-10-28 08:25:55.013656+00:00,2014-10-28 08:52:21.004230+00:00,L
3,LacticAcid,2014-10-28 15:08:46.141196+00:00,2014-10-29 06:48:00.000000+00:00,2014-10-29 06:51:11.307561+00:00,B
1,CRP,2014-10-28 16:17:52.158074+00:00,2014-10-29 06:51:11.307561+00:00,2014-10-29 06:51:46.804774+00:00,B
0,Admission NC,2014-10-28 20:20:47.225986+00:00,2014-10-29 06:48:00.000000+00:00,2014-10-29 08:00:43.124042+00:00,D
3,IV Liquid,2014-10-29 06:51:11.307570+00:00,2014-10-29 06:51:11.307570+00:00,2014-10-29 06:51:15.160495+00:00,A
4,ER Registration,2014-10-29 08:00:00.000000+00:00,2014-10-29 08:00:00.000000+00:00,2014-10-29 08:18:39.894184+00:00,L
4,ER Triage,2014-10-29 08:28:01.524767+00:00,2014-10-29 08:28:01.524767+00:00,2014-10-29 08:57:43.087116+00:00,C
4,ER Sepsis Triage,2014-10-29 08:57:43.087116+00:00,2014-10-29 08:57:43.087116+00:00,2014-10-29 08:57:58.156342+00:00,A
4,IV Liquid,2014-10-29 10:42:23.529942+00:00,2014-10-29 10:42:23.529942+00:00,2014-10-29 10:44:04.493762+00:00,L
4,IV Antibiotics,2014-10-29 11:17:40.188102+00:00,2014-10-29 11:17:40.188102+00:00,2014-10-29 11:27:24.687665+00:00,A
0,Leucocytes,2014-10-29 11:23:06.408947+00:00,2014-10-30 06:48:00.000000+00:00,2014-10-30 06:50:34.577242+00:00,B
4,Admission IC,2014-10-29 11:30:46.633642+00:00,2014-10-29 11:30:46.633642+00:00,2014-10-29 11:41:56.350409+00:00,J
3,IV Antibiotics,2014-10-29 11:42:08.905680+00:00,2014-10-29 11:42:08.905680+00:00,2014-10-29 11:52:13.014215+00:00,L
