case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,27,Turning & Milling,2012-03-14 20:50:00+00:00,2012-03-14 20:50:00+00:00,0,ID4718
0,27,Turning & Milling,2012-03-14 20:50:00+00:00,2012-03-14 20:50:00+00:00,1,ID4718
0,3,Turning & Milling Q.C.,2012-03-14 20:50:00+00:00,2012-03-14 20:50:00+00:00,2,ID4529
0,3,Turning & Milling Q.C.,2012-03-14 20:50:00+00:00,2012-03-14 20:50:00+00:00,3,ID4529
0,30,Lapping,2012-03-14 20:50:00+00:00,2012-03-14 21:51:28.821624985+00:00,4,ID0420
0,2,Laser Marking,2012-03-14 21:51:28.821624985+00:00,2012-03-14 21:51:28.821624985+00:00,5,ID4794
0,31,Round Grinding,2012-03-14 21:51:28.821624985+00:00,2012-03-15 01:46:24.203714728+00:00,6,ID4109
0,37,Round Grinding,2012-03-15 01:46:24.203714728+00:00,2012-03-15 03:40:24.203714728+00:00,7,ID3854
1,5,Turning & Milling,2012-03-15 01:59:00+00:00,2012-03-16 00:03:48.864105839+00:00,8,ID0997
0,39,Round Grinding,2012-03-15 03:40:24.203714728+00:00,2012-03-15 06:05:42.553600958+00:00,9,ID4160
0,26,Round Grinding,2012-03-15 06:05:42.553600958+00:00,2012-03-15 06:05:42.553600958+00:00,10,ID4385
1,7,Turning & Milling,2012-03-16 00:03:48.864105839+00:00,2012-03-16 00:03:48.864105839+00:00,11,ID4219
0,0,Final Inspection Q.C.,2012-03-15 06:05:42.553600958+00:00,2012-03-15 07:34:21.239921776+00:00,12,ID4163
2,23,Turning & Milling Q.C.,2012-03-15 15:05:51.202460626+00:00,2012-03-15 16:20:51.202460626+00:00,13,ID0937
1,7,Turning & Milling,2012-03-16 00:03:48.864105839+00:00,2012-03-16 00:03:48.864105839+00:00,14,ID4219
0,13,Final Inspection Q.C.,2012-03-15 07:34:21.239921776+00:00,2012-03-15 11:03:38.497900478+00:00,15,ID4493
2,26,Round Grinding,2012-03-15 16:20:51.202460626+00:00,2012-03-15 16:20:51.202460626+00:00,16,ID4385
3,7,Turning & Milling,2012-03-15 17:42:36.875687601+00:00,2012-03-15 17:42:36.875687601+00:00,17,ID4219
1,18,Turning & Milling Q.C.,2012-03-16 00:03:48.864105839+00:00,2012-03-16 01:40:54.380975565+00:00,18,ID4287
0,14,Final Inspection Q.C.,2012-03-15 11:03:38.497900478+00:00,2012-03-16 01:00:42.076567697+00:00,19,ID4618
2,1,Round Grinding,2012-03-15 16:20:51.202460626+00:00,2012-03-15 16:55:40.738414195+00:00,20,ID4445
3,7,Turning & Milling,2012-03-15 17:42:36.875687601+00:00,2012-03-15 17:42:36.875687601+00:00,21,ID4219
4,7,Turning & Milling,2012-03-15 18:51:19.293846053+00:00,2012-03-15 18:51:19.293846053+00:00,22,ID4219
1,0,Turning & Milling Q.C.,2012-03-16 01:40:54.380975565+00:00,2012-03-16 04:55:52.034270992+00:00,23,ID4163
2,9,Round Grinding,2012-03-15 16:55:40.738414195+00:00,2012-03-15 21:52:03.090851169+00:00,24,ID4355
3,25,Turning & Milling,2012-03-15 17:42:36.875687601+00:00,2012-03-15 17:42:36.875687601+00:00,25,ID4132
4,25,Turning & Milling,2012-03-15 18:51:19.293846053+00:00,2012-03-15 18:51:19.293846053+00:00,26,ID4132
5,35,Turning & Milling,2012-03-15 20:08:47.327058008+00:00,2012-03-16 07:09:46.327058008+00:00,27,ID4162
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,29,ID4140
3,13,Turning & Milling Q.C.,2012-03-15 17:42:36.875687601+00:00,2012-03-15 23:18:57.722722170+00:00,30,ID4493
4,23,Turning & Milling Q.C.,2012-03-15 18:51:19.293846053+00:00,2012-03-15 20:06:19.293846053+00:00,31,ID0937
2,16,Round Grinding,2012-03-15 21:52:03.090851169+00:00,2012-03-16 01:25:43.369645206+00:00,32,ID4872
6,38,Turning & Milling,2012-03-16 04:04:00+00:00,2012-03-16 04:04:00+00:00,33,ID4140
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,34,ID4140
0,21,Packing,2012-03-16 07:00:00+00:00,2012-03-16 08:00:00+00:00,35,ID4491
5,23,Turning & Milling Q.C.,2012-03-16 07:09:46.327058008+00:00,2012-03-16 08:24:46.327058008+00:00,36,ID0937
4,38,Turning & Milling,2012-03-15 20:06:19.293846053+00:00,2012-03-15 20:06:19.293846053+00:00,37,ID4140
3,2,Laser Marking,2012-03-15 23:18:57.722722170+00:00,2012-03-15 23:18:57.722722170+00:00,38,ID4794
2,13,Final Inspection Q.C.,2012-03-16 01:25:43.369645206+00:00,2012-03-16 02:22:22.466121403+00:00,39,ID4493
6,14,Turning & Milling Q.C.,2012-03-16 04:04:00+00:00,2012-03-18 14:17:30.935764435+00:00,40,ID4618
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,41,ID4140
7,12,Round Grinding,2012-03-16 07:21:35.403191533+00:00,2012-03-17 01:17:05.778072489+00:00,42,ID4528
0,18,Final Inspection Q.C.,2012-03-16 08:00:00+00:00,2012-03-17 01:47:38.362663889+00:00,43,ID4287
5,22,Flat Grinding,2012-03-16 08:24:46.327058008+00:00,2012-03-19 01:54:46.327058007+00:00,44,ID3716
4,38,Turning & Milling,2012-03-15 20:06:19.293846053+00:00,2012-03-15 20:06:19.293846053+00:00,45,ID4140
3,4,Lapping,2012-03-15 23:18:57.722722170+00:00,2012-03-16 00:59:44.212167788+00:00,46,ID4882
2,30,Round Grinding,2012-03-16 02:22:22.466121403+00:00,2012-03-16 07:18:32.513155896+00:00,47,ID0420
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,48,ID4140
7,31,Round Grinding,2012-03-17 01:17:05.778072489+00:00,2012-03-19 01:54:59.918861974+00:00,49,ID4109
6,38,Turning & Milling,2012-03-18 14:17:30.935764435+00:00,2012-03-18 14:17:30.935764435+00:00,50,ID4140
5,10,Lapping,2012-03-19 01:54:46.327058007+00:00,2012-03-20 00:04:50.942189544+00:00,51,ID0998
4,0,Turning & Milling Q.C.,2012-03-15 20:06:19.293846053+00:00,2012-03-15 21:10:27.592328349+00:00,52,ID4163
3,37,Round Grinding,2012-03-16 00:59:44.212167788+00:00,2012-03-16 02:53:44.212167788+00:00,53,ID3854
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,54,ID4140
2,1,Laser Marking,2012-03-16 07:18:32.513155896+00:00,2012-03-16 07:27:59.087369814+00:00,55,ID4445
8,40,Turning,2012-03-18 05:56:00+00:00,2012-03-18 06:55:59+00:00,56,ID3718
9,38,Turning & Milling,2012-03-18 11:17:01.638132865+00:00,2012-03-18 11:17:01.638132865+00:00,57,ID4140
6,9,Laser Marking,2012-03-18 14:17:30.935764435+00:00,2012-03-18 15:33:04.380728106+00:00,58,ID4355
7,39,Round Grinding,2012-03-19 01:54:59.918861974+00:00,2012-03-19 02:16:56.576848707+00:00,59,ID4160
5,0,Round Grinding,2012-03-20 00:04:50.942189544+00:00,2012-03-20 01:30:16.469710312+00:00,60,ID4163
4,2,Laser Marking,2012-03-15 21:10:27.592328349+00:00,2012-03-15 21:10:27.592328349+00:00,61,ID4794
3,26,Round Grinding,2012-03-16 02:53:44.212167788+00:00,2012-03-16 02:53:44.212167788+00:00,62,ID4385
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,63,ID4140
2,4,Lapping,2012-03-16 07:27:59.087369814+00:00,2012-03-16 07:38:41.881894341+00:00,64,ID4882
8,24,Turning,2012-03-18 06:55:59+00:00,2012-03-18 11:25:59+00:00,65,ID4442
9,38,Turning & Milling,2012-03-18 11:17:01.638132865+00:00,2012-03-18 11:17:01.638132865+00:00,66,ID4140
6,16,Round Grinding,2012-03-18 15:33:04.380728106+00:00,2012-03-18 17:52:35.766430967+00:00,67,ID4872
10,38,Turning & Milling,2012-03-18 17:02:01.807420702+00:00,2012-03-18 17:02:01.807420702+00:00,68,ID4140
7,13,Round Grinding,2012-03-19 02:16:56.576848707+00:00,2012-03-19 02:58:59.203941477+00:00,69,ID4493
5,37,Round Grinding,2012-03-20 01:30:16.469710312+00:00,2012-03-20 03:24:16.469710312+00:00,70,ID3854
4,26,Round Grinding,2012-03-15 21:10:27.592328349+00:00,2012-03-15 21:10:27.592328349+00:00,71,ID4385
3,26,Round Grinding,2012-03-16 02:53:44.212167788+00:00,2012-03-16 02:53:44.212167788+00:00,72,ID4385
1,38,Turning & Milling,2012-03-16 04:55:52.034270992+00:00,2012-03-16 04:55:52.034270992+00:00,73,ID4140
2,26,Round Grinding,2012-03-16 07:38:41.881894341+00:00,2012-03-16 07:38:41.881894341+00:00,74,ID4385
9,38,Turning & Milling,2012-03-18 11:17:01.638132865+00:00,2012-03-18 11:17:01.638132865+00:00,75,ID4140
8,25,Turning,2012-03-18 11:25:59+00:00,2012-03-20 00:03:54.214070346+00:00,76,ID4132
10,38,Turning & Milling,2012-03-18 17:02:01.807420702+00:00,2012-03-18 17:02:01.807420702+00:00,77,ID4140
6,30,Round Grinding,2012-03-18 17:52:35.766430967+00:00,2012-03-18 22:50:38.765034068+00:00,78,ID0420
11,38,Turning & Milling,2012-03-18 20:20:09.044611681+00:00,2012-03-18 20:20:09.044611681+00:00,79,ID4140
7,18,Final Inspection Q.C.,2012-03-19 02:58:59.203941477+00:00,2012-03-19 05:39:27.538020805+00:00,80,ID4287
5,1,Round Grinding,2012-03-20 03:24:16.469710312+00:00,2012-03-20 05:03:22.297605157+00:00,81,ID4445
