case_id,activity,enable_time,start_time,end_time,resource
0,Turning & Milling - Machine 4,2012-03-14 20:53:11.800956+00:00,2012-03-15 06:30:00.000000+00:00,2012-03-15 06:49:34.768746+00:00,Machine 4 - Turning & Milling
1,Turning & Milling - Machine 5,2012-03-14 23:00:07.772338+00:00,2012-03-15 07:00:00.000000+00:00,2012-03-15 07:30:11.376956+00:00,Machine 5 - Turning & Milling
1,Turning & Milling - Machine 6,2012-03-15 00:00:16.404771+00:00,2012-03-15 07:00:00.000000+00:00,2012-03-15 09:22:03.295783+00:00,Machine 6 - Turning & Milling
1,Turning & Milling - Machine 5,2012-03-15 07:30:11.723825+00:00,2012-03-15 07:30:11.723825+00:00,2012-03-15 12:40:00.254351+00:00,Machine 5 - Turning & Milling
0,Turning & Milling Q.C.,2012-03-15 07:49:31.469548+00:00,2012-03-15 07:49:31.469547+00:00,2012-03-15 08:44:12.522885+00:00,Quality Check 1
1,Turning & Milling - Machine 6,2012-03-15 10:17:18.306760+00:00,2012-03-15 10:17:18.306760+00:00,2012-03-15 11:45:19.216773+00:00,Machine 6 - Turning & Milling
1,Turning & Milling - Machine 6,2012-03-15 12:13:39.504951+00:00,2012-03-15 12:13:39.504951+00:00,2012-03-15 12:48:06.776625+00:00,Machine 6 - Turning & Milling
1,Turning & Milling - Machine 5,2012-03-15 12:40:21.909724+00:00,2012-03-15 12:40:21.909724+00:00,2012-03-15 15:05:40.859729+00:00,Machine 5 - Turning & Milling
2,Turning & Milling - Machine 6,2012-03-15 14:58:15.289004+00:00,2012-03-15 14:58:15.289004+00:00,2012-03-16 00:14:20.809542+00:00,Machine 6 - Turning & Milling
1,Turning & Milling - Machine 5,2012-03-15 15:53:53.935902+00:00,2012-03-15 15:53:53.935902+00:00,2012-03-18 09:38:31.701265+00:00,Machine 5 - Turning & Milling
0,Turning & Milling Q.C.,2012-03-15 16:16:25.723727+00:00,2012-03-15 16:16:25.723727+00:00,2012-03-16 08:33:41.673250+00:00,Quality Check 1
1,Turning & Milling Q.C.,2012-03-15 18:35:12.921752+00:00,2012-03-16 08:33:41.673250+00:00,2012-03-16 09:10:27.929282+00:00,Quality Check 1
2,Turning & Milling - Machine 5,2012-03-15 21:03:22.625293+00:00,2012-03-18 09:38:31.701265+00:00,2012-03-19 08:00:40.445609+00:00,Machine 5 - Turning & Milling
2,Turning & Milling - Machine 6,2012-03-16 01:18:41.106703+00:00,2012-03-16 01:18:41.106703+00:00,2012-03-16 02:02:39.877053+00:00,Machine 6 - Turning & Milling
1,Turning & Milling - Machine 9,2012-03-16 09:42:41.009512+00:00,2012-03-16 12:30:00.000000+00:00,2012-03-17 22:29:15.424584+00:00,Machine 9 - Turning & Milling
0,Turning & Milling - Machine 9,2012-03-17 00:31:08.040652+00:00,2012-03-17 22:29:15.424584+00:00,2012-03-18 05:24:33.813988+00:00,Machine 9 - Turning & Milling
1,Turning & Milling - Machine 9,2012-03-17 22:59:27.508406+00:00,2012-03-18 05:24:33.813988+00:00,2012-03-18 09:25:56.266602+00:00,Machine 9 - Turning & Milling
0,Laser Marking - Machine 7,2012-03-18 05:57:05.680867+00:00,2012-03-18 10:30:00.000000+00:00,2012-03-18 14:02:00.781376+00:00,Machine 7- Laser Marking
0,Milling - Machine 14,2012-03-18 07:09:35.375970+00:00,2012-03-19 14:30:00.000000+00:00,2012-03-19 14:33:39.874833+00:00,Machine 14 - Milling
1,Turning & Milling - Machine 5,2012-03-18 09:46:58.892831+00:00,2012-03-19 08:00:40.445609+00:00,2012-03-19 10:53:27.773384+00:00,Machine 5 - Turning & Milling
3,Turning & Milling - Machine 5,2012-03-18 09:57:21.032486+00:00,2012-03-19 10:53:27.773384+00:00,2012-03-19 10:53:56.639873+00:00,Machine 5 - Turning & Milling
4,Turning & Milling - Machine 5,2012-03-18 10:57:21.307324+00:00,2012-03-19 10:53:56.639873+00:00,2012-03-19 11:17:49.466086+00:00,Machine 5 - Turning & Milling
