case_id,activity,enable_time,start_time,end_time,resource
0,Turn & Mill. & Screw Assem - Machine 9,2012-02-27 16:40:08.038153+00:00,2012-02-27 16:40:08.038153+00:00,2012-02-28 06:55:21.840699+00:00,ID3846
0,Laser Marking - Machine 7,2012-02-27 20:53:14.421776+00:00,2012-02-27 21:36:00.000000+00:00,2012-02-27 23:32:00.000000+00:00,ID0420
1,Milling - Machine 16,2012-02-28 02:12:21.274361+00:00,2012-02-28 07:12:00.000000+00:00,2012-02-28 07:20:31.728694+00:00,ID4326
0,Laser Marking - Machine 7,2012-02-28 03:40:37.071335+00:00,2012-02-28 03:40:37.071335+00:00,2012-02-28 03:59:22.071335+00:00,ID0937
0,Grinding Rework,2012-02-28 04:34:13.577492+00:00,2012-02-28 12:00:00.000000+00:00,2012-02-28 12:06:00.000000+00:00,ID0998
0,Turn & Mill. & Screw Assem - Machine 9,2012-02-28 06:55:21.913348+00:00,2012-02-28 06:55:21.913348+00:00,2012-02-28 09:10:21.913348+00:00,ID4932
1,Milling - Machine 16,2012-02-28 10:11:36.233253+00:00,2012-02-28 16:00:00.000000+00:00,2012-02-28 16:17:36.507485+00:00,ID4326
2,Milling - Machine 10,2012-02-28 21:38:55.360576+00:00,2012-02-28 21:38:55.360576+00:00,2012-02-29 00:05:55.361576+00:00,ID0937
2,Laser Marking - Machine 7,2012-02-28 21:48:36.263581+00:00,2012-02-28 21:48:36.263581+00:00,2012-02-28 23:21:38.595537+00:00,ID4355
3,Turning & Milling - Machine 9,2012-02-29 03:45:13.889053+00:00,2012-02-29 03:45:13.889053+00:00,2012-02-29 04:23:13.889053+00:00,ID4140
3,Turn & Mill. & Screw Assem - Machine 10,2012-02-29 03:48:05.728266+00:00,2012-02-29 07:12:00.000000+00:00,2012-02-29 16:13:53.778528+00:00,ID4132
3,Turning & Milling - Machine 10,2012-02-29 03:57:20.294339+00:00,2012-02-29 03:57:20.294339+00:00,2012-02-29 05:12:20.294339+00:00,ID4142
3,Turning - Machine 9,2012-02-29 03:59:21.463837+00:00,2012-02-29 06:24:00.000000+00:00,2012-02-29 06:28:11.519010+00:00,ID4641
3,Turning & Milling - Machine 8,2012-02-29 04:14:44.776133+00:00,2012-02-29 04:14:44.776133+00:00,2012-02-29 09:31:37.036421+00:00,ID0997
3,Turning & Milling - Machine 4,2012-02-29 04:22:42.652499+00:00,2012-02-29 04:22:42.652499+00:00,2012-02-29 05:03:52.190443+00:00,ID4167
3,Turning & Milling - Machine 9,2012-02-29 04:23:13.889053+00:00,2012-02-29 04:23:13.889053+00:00,2012-02-29 13:50:13.889053+00:00,ID4162
3,Turning & Milling - Machine 6,2012-02-29 04:43:03.061996+00:00,2012-02-29 04:43:03.061996+00:00,2012-02-29 07:01:51.739734+00:00,ID4429
3,Turning & Milling - Machine 5,2012-02-29 04:45:21.940753+00:00,2012-02-29 04:45:21.940753+00:00,2012-02-29 06:41:12.882592+00:00,ID4529
3,Round Grinding - Machine 12,2012-02-29 04:46:09.548506+00:00,2012-02-29 04:46:09.548506+00:00,2012-02-29 07:54:35.564605+00:00,ID4528
4,Turning - Machine 8,2012-02-29 06:22:10.557025+00:00,2012-02-29 06:22:10.557025+00:00,2012-02-29 07:22:10.557025+00:00,ID3718
4,Turning & Milling - Machine 8,2012-02-29 06:22:10.557025+00:00,2012-02-29 06:24:00.000000+00:00,2012-03-02 00:45:26.632220+00:00,ID4219
