case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:16:36.273892049+00:00,0,Clerk-000001
0,3,Appraise property,2023-04-20 08:16:36.273892049+00:00,2023-04-20 08:50:37.168837023+00:00,1,Appraiser-000001
1,1,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 08:30:51.976181374+00:00,2,Clerk-000002
0,4,Check credit history,2023-04-20 08:50:37.168837023+00:00,2023-04-20 08:58:03.833703975+00:00,3,Clerk-000003
1,6,Appraise property,2023-04-20 08:30:51.976181374+00:00,2023-04-20 09:07:17.645513014+00:00,4,Appraiser-000002
0,2,AML check,2023-04-20 08:58:03.833703975+00:00,2023-04-20 09:36:06.950925070+00:00,5,AML Investigator-000001
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 09:00:34.279550396+00:00,6,Clerk-000004
1,8,Check credit history,2023-04-20 09:07:17.645513014+00:00,2023-04-20 09:15:33.581717896+00:00,7,Clerk-000005
0,11,Assess loan risk,2023-04-20 09:36:06.950925070+00:00,2023-04-20 09:56:06.950925070+00:00,8,Loan Officer-000001
2,9,Return application back to applicant,2023-04-20 09:00:34.279550396+00:00,2023-04-20 09:05:34.279550396+00:00,9,Clerk-000006
1,7,AML check,2023-04-20 09:15:33.581717896+00:00,2023-04-20 09:42:57.843700629+00:00,10,AML Investigator-000002
3,10,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:37:29.455664401+00:00,11,Clerk-000007
0,12,Reject application,2023-04-20 09:56:06.950925070+00:00,2023-04-20 10:06:06.950925070+00:00,12,Clerk-000008
2,18,Applicant completes form,2023-04-20 09:05:34.279550396+00:00,2023-04-20 10:05:34.279550396+00:00,13,Applicant-000001
3,2,AML check,2023-04-20 09:37:29.455664401+00:00,2023-04-20 09:55:43.017481991+00:00,14,AML Investigator-000001
1,13,Assess loan risk,2023-04-20 09:42:57.843700629+00:00,2023-04-20 10:02:57.843700629+00:00,15,Loan Officer-000002
4,0,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:26:34.497791685+00:00,16,Clerk-000001
3,1,Check credit history,2023-04-20 09:55:43.017481991+00:00,2023-04-20 10:12:14.962422374+00:00,17,Clerk-000002
1,15,Design loan offer,2023-04-20 10:02:57.843700629+00:00,2023-04-20 10:03:54.300595748+00:00,18,Loan Officer-000003
2,4,Check application form completeness,2023-04-20 10:05:34.279550396+00:00,2023-04-20 10:11:39.526488042+00:00,19,Clerk-000003
4,7,AML check,2023-04-20 10:26:34.497791685+00:00,2023-04-20 10:45:50.978183152+00:00,20,AML Investigator-000002
1,14,Approve loan offer,2023-04-20 10:03:54.300595748+00:00,2023-04-20 10:23:54.300595748+00:00,21,Senior Officer-000001
2,3,Appraise property,2023-04-20 10:11:39.526488042+00:00,2023-04-20 10:22:22.765699868+00:00,22,Appraiser-000001
3,6,Appraise property,2023-04-20 10:12:14.962422374+00:00,2023-04-20 10:39:47.198535871+00:00,23,Appraiser-000002
5,5,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 10:30:01.097040526+00:00,24,Clerk-000004
4,9,Check credit history,2023-04-20 10:45:50.978183152+00:00,2023-04-20 10:52:25.692637177+00:00,25,Clerk-000006
2,2,AML check,2023-04-20 10:22:22.765699868+00:00,2023-04-20 12:19:19.615218612+00:00,26,AML Investigator-000001
1,8,Cancel application,2023-04-20 10:23:54.300595748+00:00,2023-04-20 10:28:54.300595748+00:00,27,Clerk-000005
5,10,Check credit history,2023-04-20 10:30:01.097040526+00:00,2023-04-20 10:36:33.757475192+00:00,28,Clerk-000007
3,16,Assess loan risk,2023-04-20 10:39:47.198535871+00:00,2023-04-20 10:59:47.198535871+00:00,29,Loan Officer-000004
4,3,Appraise property,2023-04-20 10:52:25.692637177+00:00,2023-04-20 11:01:10.123805949+00:00,30,Appraiser-000001
3,11,Design loan offer,2023-04-20 10:59:47.198535871+00:00,2023-04-20 11:17:21.321853516+00:00,31,Loan Officer-000001
6,12,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:00:13.058601971+00:00,32,Clerk-000008
4,13,Assess loan risk,2023-04-20 11:01:10.123805949+00:00,2023-04-20 11:21:10.123805949+00:00,33,Loan Officer-000002
2,4,Check credit history,2023-04-20 12:19:19.615218612+00:00,2023-04-20 13:43:30.106298683+00:00,34,Clerk-000003
5,3,Appraise property,2023-04-20 10:36:33.757475192+00:00,2023-04-20 10:41:03.291259240+00:00,35,Appraiser-000001
6,7,AML check,2023-04-20 11:00:13.058601971+00:00,2023-04-20 11:24:13.397245912+00:00,36,AML Investigator-000002
3,17,Approve loan offer,2023-04-20 11:17:21.321853516+00:00,2023-04-20 11:37:21.321853516+00:00,37,Senior Officer-000002
4,15,Design loan offer,2023-04-20 11:21:10.123805949+00:00,2023-04-20 11:39:04.616819899+00:00,38,Loan Officer-000003
7,1,Check application form completeness,2023-04-20 11:30:00+00:00,2023-04-20 12:24:50.322699275+00:00,39,Clerk-000002
2,16,Assess loan risk,2023-04-20 13:43:30.106298683+00:00,2023-04-20 14:03:30.106298683+00:00,40,Loan Officer-000004
6,0,Check credit history,2023-04-20 11:24:13.397245912+00:00,2023-04-20 11:56:08.100493493+00:00,42,Clerk-000001
3,8,Approve application,2023-04-20 11:37:21.321853516+00:00,2023-04-20 11:42:21.321853516+00:00,43,Clerk-000005
4,14,Approve loan offer,2023-04-20 11:39:04.616819899+00:00,2023-04-20 11:59:04.616819899+00:00,44,Senior Officer-000001
8,5,Check application form completeness,2023-04-20 12:00:00+00:00,2023-04-20 12:02:45.353756789+00:00,45,Clerk-000004
7,6,Appraise property,2023-04-20 12:24:50.322699275+00:00,2023-04-20 12:49:45.915405615+00:00,46,Appraiser-000002
2,10,Reject application,2023-04-20 14:03:30.106298683+00:00,2023-04-20 14:13:30.106298683+00:00,47,Clerk-000007
4,9,Cancel application,2023-04-20 11:59:04.616819899+00:00,2023-04-20 12:04:04.616819899+00:00,48,Clerk-000006
8,7,AML check,2023-04-20 12:02:45.353756789+00:00,2023-04-20 13:23:54.340332835+00:00,49,AML Investigator-000002
5,2,AML check,2023-04-20 12:19:19.615218612+00:00,2023-04-20 12:57:28.254672515+00:00,50,AML Investigator-000001
9,12,Check application form completeness,2023-04-20 12:30:00+00:00,2023-04-20 12:36:21.981396270+00:00,51,Clerk-000008
6,3,Appraise property,2023-04-20 11:56:08.100493493+00:00,2023-04-20 12:24:31.036749469+00:00,53,Appraiser-000001
5,11,Assess loan risk,2023-04-20 12:57:28.254672515+00:00,2023-04-20 13:17:28.254672515+00:00,54,Loan Officer-000001
10,8,Check application form completeness,2023-04-20 13:00:00+00:00,2023-04-20 13:08:06.250587251+00:00,55,Clerk-000005
8,3,Appraise property,2023-04-20 13:23:54.340332835+00:00,2023-04-20 13:56:19.289486981+00:00,56,Appraiser-000001
7,2,AML check,2023-04-20 13:23:54.340332835+00:00,2023-04-20 13:24:26.065197387+00:00,57,AML Investigator-000001
6,13,Assess loan risk,2023-04-20 12:24:31.036749469+00:00,2023-04-20 12:44:31.036749469+00:00,58,Loan Officer-000002
9,3,Appraise property,2023-04-20 12:36:21.981396270+00:00,2023-04-20 12:37:54.208900399+00:00,59,Appraiser-000001
10,2,AML check,2023-04-20 13:08:06.250587251+00:00,2023-04-20 13:23:48.903336076+00:00,60,AML Investigator-000001
5,0,Reject application,2023-04-20 13:17:28.254672515+00:00,2023-04-20 13:27:28.254672515+00:00,61,Clerk-000001
7,5,Check credit history,2023-04-20 13:24:26.065197387+00:00,2023-04-20 13:36:24.041538877+00:00,62,Clerk-000004
8,9,Check credit history,2023-04-20 13:56:19.289486981+00:00,2023-04-20 15:02:42.546468378+00:00,63,Clerk-000006
9,1,Check credit history,2023-04-20 12:37:54.208900399+00:00,2023-04-20 13:31:19.115165186+00:00,64,Clerk-000002
6,15,Design loan offer,2023-04-20 12:44:31.036749469+00:00,2023-04-20 13:15:08.732059131+00:00,65,Loan Officer-000003
10,12,Check credit history,2023-04-20 13:23:48.903336076+00:00,2023-04-20 13:35:30.752770473+00:00,66,Clerk-000008
7,13,Assess loan risk,2023-04-20 13:36:24.041538877+00:00,2023-04-20 13:56:24.041538877+00:00,67,Loan Officer-000002
8,15,Assess loan risk,2023-04-20 15:02:42.546468378+00:00,2023-04-21 07:20:00.000000378+00:00,68,Loan Officer-000003
6,17,Approve loan offer,2023-04-20 13:15:08.732059131+00:00,2023-04-20 13:35:08.732059131+00:00,69,Senior Officer-000002
11,8,Check application form completeness,2023-04-20 13:30:00+00:00,2023-04-20 13:38:09.485230788+00:00,70,Clerk-000005
9,2,AML check,2023-04-20 13:31:19.115165186+00:00,2023-04-20 14:14:49.789717755+00:00,71,AML Investigator-000001
10,6,Appraise property,2023-04-20 13:35:30.752770473+00:00,2023-04-20 13:49:42.058930066+00:00,72,Appraiser-000002
7,0,Reject application,2023-04-20 13:56:24.041538877+00:00,2023-04-20 14:06:24.041538877+00:00,73,Clerk-000001
12,1,Check application form completeness,2023-04-20 14:00:00+00:00,2023-04-20 14:09:20.232397490+00:00,74,Clerk-000002
8,12,Reject application,2023-04-21 07:20:00.000000378+00:00,2023-04-21 07:30:00.000000378+00:00,75,Clerk-000008
6,5,Cancel application,2023-04-20 13:35:08.732059131+00:00,2023-04-20 13:40:08.732059131+00:00,76,Clerk-000004
11,8,Return application back to applicant,2023-04-20 13:38:09.485230788+00:00,2023-04-20 13:43:09.485230788+00:00,77,Clerk-000005
10,11,Assess loan risk,2023-04-20 13:49:42.058930066+00:00,2023-04-20 14:09:42.058930066+00:00,78,Loan Officer-000001
9,13,Assess loan risk,2023-04-20 14:14:49.789717755+00:00,2023-04-20 14:34:49.789717755+00:00,79,Loan Officer-000002
13,5,Check application form completeness,2023-04-20 14:30:00+00:00,2023-04-20 14:46:29.130442638+00:00,80,Clerk-000004
12,7,AML check,2023-04-20 14:09:20.232397490+00:00,2023-04-20 14:36:26.071926872+00:00,81,AML Investigator-000002
10,8,Reject application,2023-04-20 14:09:42.058930066+00:00,2023-04-20 14:19:42.058930066+00:00,82,Clerk-000005
9,4,Reject application,2023-04-20 14:34:49.789717755+00:00,2023-04-20 14:44:49.789717755+00:00,83,Clerk-000003
13,2,AML check,2023-04-20 14:46:29.130442638+00:00,2023-04-21 07:41:22.710732592+00:00,84,AML Investigator-000001
11,18,Applicant completes form,2023-04-20 13:43:09.485230788+00:00,2023-04-20 14:43:09.485230788+00:00,85,Applicant-000001
13,3,Appraise property,2023-04-21 07:41:22.710732592+00:00,2023-04-21 07:42:10.834993927+00:00,86,Appraiser-000001
12,0,Check credit history,2023-04-20 14:36:26.071926872+00:00,2023-04-20 15:05:48.036249412+00:00,87,Clerk-000001
11,1,Check application form completeness,2023-04-20 14:43:09.485230788+00:00,2023-04-20 15:17:42.036081136+00:00,88,Clerk-000002
14,10,Check application form completeness,2023-04-20 15:00:00+00:00,2023-04-20 15:20:12.966568155+00:00,89,Clerk-000007
15,8,Check application form completeness,2023-04-21 07:30:00+00:00,2023-04-21 07:48:40.504622852+00:00,90,Clerk-000005
13,4,Check credit history,2023-04-21 07:42:10.834993927+00:00,2023-04-21 08:11:21.529884243+00:00,91,Clerk-000003
12,6,Appraise property,2023-04-20 15:05:48.036249412+00:00,2023-04-21 07:17:52.286068325+00:00,92,Appraiser-000002
11,3,Appraise property,2023-04-20 15:17:42.036081136+00:00,2023-04-21 08:08:40.701697644+00:00,93,Appraiser-000001
14,5,Check credit history,2023-04-20 15:20:12.966568155+00:00,2023-04-20 15:24:03.115141878+00:00,94,Clerk-000004
15,9,Check credit history,2023-04-21 07:48:40.504622852+00:00,2023-04-21 08:08:19.242926785+00:00,95,Clerk-000006
16,0,Check application form completeness,2023-04-21 08:00:00+00:00,2023-04-21 08:06:05.118491878+00:00,96,Clerk-000001
13,16,Assess loan risk,2023-04-21 08:11:21.529884243+00:00,2023-04-21 08:31:21.529884243+00:00,97,Loan Officer-000004
12,11,Assess loan risk,2023-04-21 07:17:52.286068325+00:00,2023-04-21 07:37:52.286068325+00:00,99,Loan Officer-000001
16,1,Check credit history,2023-04-21 08:06:05.118491878+00:00,2023-04-21 08:41:24.284595+00:00,100,Clerk-000002
15,7,AML check,2023-04-21 08:08:19.242926785+00:00,2023-04-21 08:20:35.593541833+00:00,101,AML Investigator-000002
11,2,AML check,2023-04-21 08:08:40.701697644+00:00,2023-04-21 08:36:49.546245150+00:00,102,AML Investigator-000001
17,10,Check application form completeness,2023-04-21 08:30:00+00:00,2023-04-21 08:56:07.884757668+00:00,103,Clerk-000007
13,5,Reject application,2023-04-21 08:31:21.529884243+00:00,2023-04-21 08:41:21.529884243+00:00,104,Clerk-000004
12,13,Design loan offer,2023-04-21 07:37:52.286068325+00:00,2023-04-21 07:40:22.087851705+00:00,105,Loan Officer-000002
14,6,Appraise property,2023-04-21 07:42:10.834993927+00:00,2023-04-21 08:23:23.932981569+00:00,106,Appraiser-000002
15,3,Appraise property,2023-04-21 08:20:35.593541833+00:00,2023-04-21 08:42:51.194265694+00:00,107,Appraiser-000001
11,12,Check credit history,2023-04-21 08:36:49.546245150+00:00,2023-04-21 08:39:50.544232728+00:00,108,Clerk-000008
17,6,Appraise property,2023-04-21 08:56:07.884757668+00:00,2023-04-21 09:56:41.638847044+00:00,109,Appraiser-000002
12,14,Approve loan offer,2023-04-21 07:40:22.087851705+00:00,2023-04-21 08:00:22.087851705+00:00,110,Senior Officer-000001
14,7,AML check,2023-04-21 08:23:23.932981569+00:00,2023-04-21 08:32:34.517594432+00:00,111,AML Investigator-000002
11,15,Assess loan risk,2023-04-21 08:39:50.544232728+00:00,2023-04-21 08:59:50.544232728+00:00,112,Loan Officer-000003
15,11,Assess loan risk,2023-04-21 08:42:51.194265694+00:00,2023-04-21 09:02:51.194265694+00:00,114,Loan Officer-000001
18,8,Check application form completeness,2023-04-21 09:00:00+00:00,2023-04-21 09:14:06.594452113+00:00,115,Clerk-000005
17,0,Check credit history,2023-04-21 09:56:41.638847044+00:00,2023-04-21 10:03:24.398731571+00:00,116,Clerk-000001
12,9,Cancel application,2023-04-21 08:00:22.087851705+00:00,2023-04-21 08:05:22.087851705+00:00,117,Clerk-000006
14,13,Assess loan risk,2023-04-21 08:32:34.517594432+00:00,2023-04-21 08:52:34.517594432+00:00,118,Loan Officer-000002
