case_id,agent,activity_name,start_timestamp,end_timestamp,TimeStep,resource
0,0,Check application form completeness,2023-04-20 08:00:00+00:00,2023-04-20 08:08:06.362422900+00:00,0,Clerk-000001
0,1,Check credit history,2023-04-20 08:08:06.362422900+00:00,2023-04-20 08:55:34.391503258+00:00,1,Clerk-000002
1,4,Check application form completeness,2023-04-20 08:30:00+00:00,2023-04-20 10:03:41.683692568+00:00,2,Clerk-000003
0,2,AML check,2023-04-20 08:55:34.391503258+00:00,2023-04-20 09:07:15.383316513+00:00,3,AML Investigator-000001
2,5,Check application form completeness,2023-04-20 09:00:00+00:00,2023-04-20 10:51:51.178871588+00:00,4,Clerk-000004
0,3,Appraise property,2023-04-20 09:07:15.383316513+00:00,2023-04-20 09:13:18.407942050+00:00,5,Appraiser-000001
1,6,Appraise property,2023-04-20 10:03:41.683692568+00:00,2023-04-20 10:33:36.448477057+00:00,6,Appraiser-000002
0,11,Assess loan risk,2023-04-20 09:13:18.407942050+00:00,2023-04-20 09:33:18.407942050+00:00,7,Loan Officer-000001
3,8,Check application form completeness,2023-04-20 09:30:00+00:00,2023-04-20 09:58:20.861776384+00:00,8,Clerk-000005
1,7,AML check,2023-04-20 10:33:36.448477057+00:00,2023-04-20 10:59:34.925535302+00:00,9,AML Investigator-000002
2,3,Appraise property,2023-04-20 10:51:51.178871588+00:00,2023-04-20 11:17:34.121156633+00:00,10,Appraiser-000001
0,9,Reject application,2023-04-20 09:33:18.407942050+00:00,2023-04-20 09:43:18.407942050+00:00,11,Clerk-000006
3,2,AML check,2023-04-20 09:58:20.861776384+00:00,2023-04-20 10:00:49.999182691+00:00,12,AML Investigator-000001
4,10,Check application form completeness,2023-04-20 10:00:00+00:00,2023-04-20 10:16:11.576729935+00:00,13,Clerk-000007
1,12,Check credit history,2023-04-20 10:59:34.925535302+00:00,2023-04-20 11:40:16.214580313+00:00,14,Clerk-000008
2,0,Check credit history,2023-04-20 11:17:34.121156633+00:00,2023-04-20 11:44:25.246547094+00:00,15,Clerk-000001
4,3,Appraise property,2023-04-20 10:16:11.576729935+00:00,2023-04-20 10:32:25.387205474+00:00,16,Appraiser-000001
5,1,Check application form completeness,2023-04-20 10:30:00+00:00,2023-04-20 11:06:22.638684509+00:00,17,Clerk-000002
1,13,Assess loan risk,2023-04-20 11:40:16.214580313+00:00,2023-04-20 12:00:16.214580313+00:00,18,Loan Officer-000002
2,2,AML check,2023-04-20 11:44:25.246547094+00:00,2023-04-20 11:55:23.891650383+00:00,19,AML Investigator-000001
3,9,Check credit history,2023-04-20 10:00:49.999182691+00:00,2023-04-20 10:10:34.144909738+00:00,20,Clerk-000006
4,2,AML check,2023-04-20 10:32:25.387205474+00:00,2023-04-20 11:05:45.945356333+00:00,21,AML Investigator-000001
6,8,Check application form completeness,2023-04-20 11:00:00+00:00,2023-04-20 11:05:55.627965684+00:00,22,Clerk-000005
5,7,AML check,2023-04-20 11:06:22.638684509+00:00,2023-04-20 12:17:38.522158183+00:00,23,AML Investigator-000002
